tourist animator,http://data.europa.eu/esco/occupation/8cc90646-fc23-445f-a95f-e28e6b5d5a05,
ticket sales agent,http://data.europa.eu/esco/occupation/bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7,
ticket issuing clerk,http://data.europa.eu/esco/occupation/612430b3-dd43-4786-b823-0466c4953f66,
spa manager,http://data.europa.eu/esco/occupation/080fc550-b7ca-4576-aaf5-06fffbede994,
sales processor,http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2,
private detective,http://data.europa.eu/esco/occupation/771a47c9-9cf4-4368-9752-2a1ea5a783d7,
membership manager,http://data.europa.eu/esco/occupation/4ae470fc-bcf8-4704-abd5-e086ebb1552c,
radiographer,http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05,
customer service representative,http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7,
train conductor,http://data.europa.eu/esco/occupation/ea034d66-0d35-4891-b82c-6434cad2c76f,
tram driver,http://data.europa.eu/esco/occupation/03e02554-15d1-4697-960c-8909e7d36f7e,
bus driver,http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,
trolley bus driver,http://data.europa.eu/esco/occupation/3a15ec1b-9250-41a0-9344-feb2956481b7,
railway passenger service agent,http://data.europa.eu/esco/occupation/9653fb92-ad48-4865-a471-f270302fa93b,
chief conductor,http://data.europa.eu/esco/occupation/9cee6106-04cf-401a-ae4c-b4b8652d6915,
librarian,http://data.europa.eu/esco/occupation/60f7eb23-a7ea-4cbe-98a5-1248291f62d5,
library assistant,http://data.europa.eu/esco/occupation/37b15470-3b2d-4ae0-816c-c7c06ed15c99,
library manager,http://data.europa.eu/esco/occupation/24d39e12-e104-49d3-8224-8b7a5f9b99d1,
conservation scientist,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,
court clerk,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2,
equality and inclusion manager,http://data.europa.eu/esco/occupation/949ab84f-5d76-4139-a568-45691b7ebc53,
immigration officer,http://data.europa.eu/esco/occupation/6296faea-1909-4943-b0e0-662b43ad855d,
survey enumerator,http://data.europa.eu/esco/occupation/a1cf1406-3632-494c-bff3-0bd5d5327d8f,
embassy counsellor,http://data.europa.eu/esco/occupation/a2494c65-11a8-4853-9371-c89333c33be1,
market research interviewer,http://data.europa.eu/esco/occupation/7843a4c6-a9f6-4095-94b9-45b384d4bd57,
street warden,http://data.europa.eu/esco/occupation/4cbe5a17-056c-489a-9f10-f9d816905000,
nature conservation officer,http://data.europa.eu/esco/occupation/80d880ec-3bae-45a2-a2d3-41345ee0b319,
consumer rights advisor,http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d,
immigration adviser,http://data.europa.eu/esco/occupation/e19fe26f-0759-4bb1-af71-5bbecf3df69f,
